city,country,location,newCity,newCountry,lat,long,tempF,humidity,cloud,windMPH,maxTemp,date
cartagena,es,"cartagena, es",Cartagena,ES,37.63,-1,57.2,93,32,5.82,57.2,2019-03-31
tuy hoa,vn,"tuy hoa, vn",Tuy Hoa,VN,13.08,109.3,83.09,80,20,6.64,83.09,2019-03-31
henties bay,na,"henties bay, na",Henties Bay,NA,-22.12,14.28,63,85,0,1.99,63,2019-03-31
lasa,cn,"lasa, cn",,,,,,,,,,2019-03-31
khudumelapye,bw,"khudumelapye, bw",Khudumelapye,BW,-23.91,24.95,68.33,62,88,0.83,68.33,2019-03-31
umzimvubu,za,"umzimvubu, za",,,,,,,,,,2019-03-31
iwanai,jp,"iwanai, jp",Iwanai,JP,42.97,140.51,38,88,48,2.62,38,2019-03-31
husavik,is,"husavik, is",Husavik,IS,66.04,-17.34,35.6,74,0,4.7,35.6,2019-03-31
mahibadhoo,mv,"mahibadhoo, mv",Mahibadhoo,MV,3.78,72.97,83.81,100,0,3.96,83.81,2019-03-31
bolungarvik,is,"bolungarvik, is",,,,,,,,,,2019-03-31
barinas,ve,"barinas, ve",Barinas,VE,8.64,-70.23,80.3,72,32,5.64,80.3,2019-03-31
bemidji,us,"bemidji, us",Bemidji,US,47.48,-94.89,29.61,86,90,4.7,30.2,2019-03-31
la ronge,ca,"la ronge, ca",La Ronge,CA,55.1,-105.3,32,54,75,6.93,32,2019-03-31
kavaratti,in,"kavaratti, in",Kavaratti,IN,10.57,72.64,84.62,99,0,9.22,84.62,2019-03-31
santa maria,co,"santa maria, co",Santa Maria,CO,0.95,-77.7,52.67,90,20,1.16,52.67,2019-03-31
coquimbo,cl,"coquimbo, cl",Coquimbo,CL,-29.95,-71.34,59,77,0,4.7,59,2019-03-31
esperance,au,"esperance, au",Esperance,AU,-33.86,121.89,75.2,33,88,24.16,75.2,2019-03-31
buraydah,sa,"buraydah, sa",Buraydah,SA,26.33,43.97,64.4,48,40,16.11,64.4,2019-03-31
tuatapere,nz,"tuatapere, nz",Tuatapere,NZ,-46.13,167.69,57,55,76,7,57,2019-03-31
vila franca do campo,pt,"vila franca do campo, pt",Vila Franca do Campo,PT,37.72,-25.43,57.2,71,75,19.46,57.2,2019-03-31
saint-augustin,ca,"saint-augustin, ca",Saint-Augustin,CA,45.63,-73.98,31.8,74,90,6.93,33.01,2019-03-31
alofi,nu,"alofi, nu",Alofi,NU,-19.06,-169.92,78.8,88,92,9.17,78.8,2019-03-31
puebloviejo,ec,"puebloviejo, ec",Puebloviejo,EC,-1.55,-79.53,75.08,97,92,1.61,75.08,2019-03-31
hihifo,to,"hihifo, to",,,,,,,,,,2019-03-31
port lincoln,au,"port lincoln, au",Port Lincoln,AU,-34.72,135.86,65.18,94,24,2.95,65.18,2019-03-31
prieska,za,"prieska, za",Prieska,ZA,-29.67,22.74,63.65,27,0,8.21,63.65,2019-03-31
porto-vecchio,fr,"porto-vecchio, fr",Porto-Vecchio,FR,41.59,9.28,47.07,75,0,8.05,50,2019-03-31
kloulklubed,pw,"kloulklubed, pw",Kloulklubed,PW,7.04,134.26,82.4,78,75,9.17,82.4,2019-03-31
tsihombe,mg,"tsihombe, mg",,,,,,,,,,2019-03-31
vangaindrano,mg,"vangaindrano, mg",Vangaindrano,MG,-23.35,47.6,67.88,100,92,2.73,67.88,2019-03-31
longyearbyen,sj,"longyearbyen, sj",Longyearbyen,SJ,78.22,15.64,5,77,20,3.36,5,2019-03-31
ayr,au,"ayr, au",Ayr,AU,-19.58,147.4,82,69,92,8.01,82,2019-03-31
alta floresta,br,"alta floresta, br",Alta Floresta,BR,-9.87,-56.08,76.16,92,32,0.72,76.16,2019-03-31
mayo,ca,"mayo, ca",Mayo,CA,63.59,-135.9,51.8,34,75,8.05,51.8,2019-03-31
lazaro cardenas,mx,"lazaro cardenas, mx",Lazaro Cardenas,MX,28.39,-105.62,66.72,26,5,6.93,69.8,2019-03-31
mogadishu,so,"mogadishu, so",Mogadishu,SO,2.04,45.34,83,99,12,13.58,83,2019-03-31
esil,kz,"esil, kz",Esil,KZ,51.96,66.41,28.28,87,0,7.09,28.28,2019-03-31
vila velha,br,"vila velha, br",Vila Velha,BR,-3.71,-38.6,77.99,100,68,1.01,79,2019-03-31
hirara,jp,"hirara, jp",Hirara,JP,24.8,125.28,61.74,93,75,17.22,62.6,2019-03-31
grand river south east,mu,"grand river south east, mu",,,,,,,,,,2019-03-31
mugla,tr,"mugla, tr",Mugla,TR,37.22,28.37,51.91,57,0,3.36,52,2019-03-31
fortuna,us,"fortuna, us",Fortuna,US,40.6,-124.16,53.76,81,90,9.17,55,2019-03-31
abu dhabi,ae,"abu dhabi, ae",Abu Dhabi,AE,24.47,54.37,84.11,20,0,10.29,86,2019-03-31
araouane,ml,"araouane, ml",Araouane,ML,18.9,-3.53,76.88,42,20,10.22,76.88,2019-03-31
karla,ee,"karla, ee",Karla,EE,59.37,24.93,34.12,74,0,13.87,35.6,2019-03-31
rudnichnyy,ru,"rudnichnyy, ru",Rudnichnyy,RU,59.7,60.29,29.9,89,92,6.42,29.9,2019-03-31
bluefields,ni,"bluefields, ni",Bluefields,NI,12.01,-83.77,73.46,82,0,3.18,73.46,2019-03-31
cortes,ph,"cortes, ph",Cortes,PH,9.28,126.19,81.56,77,36,4.07,81.56,2019-03-31
ixtapa,mx,"ixtapa, mx",Ixtapa,MX,20.71,-105.21,75.11,83,5,11.41,75.2,2019-03-31
linqu,cn,"linqu, cn",Linqu,CN,36.52,118.54,61,19,0,1.01,61,2019-03-31
utiroa,ki,"utiroa, ki",,,,,,,,,,2019-03-31
souillac,mu,"souillac, mu",Souillac,MU,-20.52,57.52,74.55,94,40,9.17,75.2,2019-03-31
tautira,pf,"tautira, pf",Tautira,PF,-17.73,-149.15,87.35,66,40,5.82,87.8,2019-03-31
falam,mm,"falam, mm",Falam,MM,22.91,93.68,74,63,0,1.39,74,2019-03-31
norman wells,ca,"norman wells, ca",Norman Wells,CA,65.28,-126.83,33.8,94,90,10.29,33.8,2019-03-31
skagastrond,is,"skagastrond, is",,,,,,,,,,2019-03-31
marsh harbour,bs,"marsh harbour, bs",Marsh Harbour,BS,26.54,-77.06,72.83,100,8,4.41,72.83,2019-03-31
superior,us,"superior, us",Superior,US,39.95,-105.17,44.04,42,1,3.36,46.4,2019-03-31
itaituba,br,"itaituba, br",Itaituba,BR,-4.26,-55.99,74.18,97,12,2.17,74.18,2019-03-31
iquique,cl,"iquique, cl",Iquique,CL,-20.22,-70.14,68,72,0,11.41,68,2019-03-31
lavrentiya,ru,"lavrentiya, ru",Lavrentiya,RU,65.58,-170.99,29.18,100,64,5.3,29.18,2019-03-31
samusu,ws,"samusu, ws",,,,,,,,,,2019-03-31
doctor pedro p. pena,py,"doctor pedro p. pena, py",,,,,,,,,,2019-03-31
vaitupu,wf,"vaitupu, wf",,,,,,,,,,2019-03-31
rolim de moura,br,"rolim de moura, br",,,,,,,,,,2019-03-31
te anau,nz,"te anau, nz",Te Anau,NZ,-45.41,167.72,49.25,68,48,12.24,49.25,2019-03-31
belushya guba,ru,"belushya guba, ru",,,,,,,,,,2019-03-31
saint-joseph,re,"saint-joseph, re",Saint-Joseph,RE,-21.37,55.62,72.79,65,0,5.82,78.8,2019-03-31
nishihara,jp,"nishihara, jp",Nishihara,JP,35.74,139.53,55.89,40,75,6.93,60.01,2019-03-31
caravelas,br,"caravelas, br",Caravelas,BR,-17.73,-39.27,81.02,100,0,12.01,81.02,2019-03-31
kamenka,ru,"kamenka, ru",Kamenka,RU,53.19,44.05,35.21,91,56,12.57,35.21,2019-03-31
saldanha,za,"saldanha, za",Saldanha,ZA,-33.01,17.94,56,91,0,11.01,56,2019-03-31
port alfred,za,"port alfred, za",Port Alfred,ZA,-33.59,26.89,66.35,94,20,24.54,66.35,2019-03-31
samalaeulu,ws,"samalaeulu, ws",,,,,,,,,,2019-03-31
macenta,gn,"macenta, gn",Macenta,GN,8.55,-9.47,68.51,98,56,2.62,68.51,2019-03-31
synya,ru,"synya, ru",Synya,RU,65.37,58.04,27.47,86,80,7.54,27.47,2019-03-31
marivan,ir,"marivan, ir",Marivan,IR,35.52,46.18,38.9,94,88,2.06,38.9,2019-03-31
provideniya,ru,"provideniya, ru",Provideniya,RU,64.42,-173.23,32,100,90,6.71,32,2019-03-31
griffith,au,"griffith, au",Griffith,AU,-34.29,146.06,70.21,46,40,8.05,71.01,2019-03-31
winnemucca,us,"winnemucca, us",Winnemucca,US,40.97,-117.74,57.2,20,1,3.36,57.2,2019-03-31
alegrete,br,"alegrete, br",Alegrete,BR,-29.79,-55.79,74,78,12,9.44,74,2019-03-31
tabiauea,ki,"tabiauea, ki",,,,,,,,,,2019-03-31
hongjiang,cn,"hongjiang, cn",Hongjiang,CN,27.21,109.83,51.23,100,100,3.85,51.23,2019-03-31
dunedin,nz,"dunedin, nz",Dunedin,NZ,-45.87,170.5,66,43,32,17,66,2019-03-31
marcona,pe,"marcona, pe",,,,,,,,,,2019-03-31
grand gaube,mu,"grand gaube, mu",Grand Gaube,MU,-20.01,57.66,74.68,94,40,9.17,75.2,2019-03-31
bayji,iq,"bayji, iq",Bayji,IQ,34.93,43.49,55.1,98,92,4.29,55.1,2019-03-31
bacuit,ph,"bacuit, ph",,,,,,,,,,2019-03-31
ugoofaaru,mv,"ugoofaaru, mv",Ugoofaaru,MV,5.67,73,83.99,100,0,2.28,83.99,2019-03-31
guilin,cn,"guilin, cn",Guilin,CN,25.28,110.29,57.2,82,90,4.74,57.2,2019-03-31
san quintin,mx,"san quintin, mx",,,,,,,,,,2019-03-31
armacao dos buzios,br,"armacao dos buzios, br",,,,,,,,,,2019-03-31
kyra,ru,"kyra, ru",Kyra,RU,49.58,111.97,33.5,50,0,3.4,33.5,2019-03-31
san pedro,ar,"san pedro, ar",San Pedro,AR,-33.68,-59.66,69.01,79,92,1.99,69.01,2019-03-31
troitsko-pechorsk,ru,"troitsko-pechorsk, ru",Troitsko-Pechorsk,RU,62.71,56.19,25.67,76,68,2.95,25.67,2019-03-31
viligili,mv,"viligili, mv",,,,,,,,,,2019-03-31
raudeberg,no,"raudeberg, no",Raudeberg,NO,61.99,5.14,36.61,100,92,17.22,39,2019-03-31
gambela,et,"gambela, et",Gambela,ET,8.25,34.59,59.33,78,0,2.73,59.33,2019-03-31
dharchula,in,"dharchula, in",Dharchula,IN,29.85,80.53,40.7,73,0,1.72,40.7,2019-03-31
pundaguitan,ph,"pundaguitan, ph",Pundaguitan,PH,6.37,126.17,82.28,95,0,4.07,82.28,2019-03-31
mezhdurechensk,ru,"mezhdurechensk, ru",Mezhdurechensk,RU,53.69,88.07,38,100,92,5.53,38,2019-03-31
khetia,in,"khetia, in",Khetia,IN,21.67,74.59,79.67,48,0,7.2,79.67,2019-03-31
tual,id,"tual, id",Tual,ID,-5.67,132.75,82.28,100,68,15.93,82.28,2019-03-31
chagda,ru,"chagda, ru",,,,,,,,,,2019-03-31
nguiu,au,"nguiu, au",,,,,,,,,,2019-03-31
dengzhou,cn,"dengzhou, cn",Dengzhou,CN,32.69,112.08,65.18,64,0,7.2,65.18,2019-03-31
kunda,ee,"kunda, ee",Kunda,EE,59.5,26.52,30.98,88,8,10,30.98,2019-03-31
muroto,jp,"muroto, jp",Muroto,JP,33.37,134.14,51.8,50,40,4.7,51.8,2019-03-31
ladario,br,"ladario, br",Ladario,BR,-19,-57.6,80.03,77,0,2.17,80.03,2019-03-31
tahta,eg,"tahta, eg",Tahta,EG,26.77,31.5,42.86,61,0,4.18,42.86,2019-03-31
fort nelson,ca,"fort nelson, ca",Fort Nelson,CA,58.81,-122.69,50,29,40,6.93,50,2019-03-31
attawapiskat,ca,"attawapiskat, ca",,,,,,,,,,2019-03-31
tilichiki,ru,"tilichiki, ru",Tilichiki,RU,60.47,166.1,34.4,91,88,13.13,34.4,2019-03-31
elk plain,us,"elk plain, us",Elk Plain,US,47.04,-122.37,61.77,27,1,3.36,66,2019-03-31
buta,cd,"buta, cd",Buta,CD,2.79,24.73,71.3,94,88,2.62,71.3,2019-03-31
quatre cocos,mu,"quatre cocos, mu",Quatre Cocos,MU,-20.21,57.76,74.61,94,40,9.17,75.2,2019-03-31
astoria,us,"astoria, us",Astoria,US,46.19,-123.83,54.88,71,1,11.41,59,2019-03-31
katobu,id,"katobu, id",Katobu,ID,-4.94,122.53,85.25,87,36,2.95,85.25,2019-03-31
tibagi,br,"tibagi, br",Tibagi,BR,-24.52,-50.41,64.01,79,0,3.4,64.01,2019-03-31
betioky,mg,"betioky, mg",,,,,,,,,,2019-03-31
havoysund,no,"havoysund, no",Havoysund,NO,71,24.66,26.6,92,75,41.38,26.6,2019-03-31
saiha,in,"saiha, in",Saiha,IN,22.49,92.98,77.87,67,12,2.17,77.87,2019-03-31
tokur,ru,"tokur, ru",Tokur,RU,53.13,132.9,24.05,51,12,5.19,24.05,2019-03-31
klaksvik,fo,"klaksvik, fo",Klaksvik,FO,62.23,-6.59,41,86,80,12.75,41,2019-03-31
nyurba,ru,"nyurba, ru",Nyurba,RU,63.29,118.35,34.49,59,32,5.3,34.49,2019-03-31
sotnikovo,ru,"sotnikovo, ru",Sotnikovo,RU,51.88,107.48,30.2,50,0,4.47,30.2,2019-03-31
porto santo,pt,"porto santo, pt",Porto Santo,PT,33.07,-16.34,58.77,72,40,8.05,60.8,2019-03-31
lagoa vermelha,br,"lagoa vermelha, br",Lagoa Vermelha,BR,-28.21,-51.53,62.21,95,44,7.54,62.21,2019-03-31
inhambane,mz,"inhambane, mz",Inhambane,MZ,-23.87,35.38,68.24,100,0,3.74,68.24,2019-03-31
kungur,ru,"kungur, ru",Kungur,RU,57.43,56.94,34.58,95,88,16.49,34.58,2019-03-31
kijang,id,"kijang, id",Kijang,ID,0.9,104.63,77,94,20,4.18,77,2019-03-31
valparaiso,co,"valparaiso, co",Valparaiso,CO,6.28,-73.78,63.29,95,88,2.95,63.29,2019-03-31
khani,ru,"khani, ru",,,,,,,,,,2019-03-31
snasa,no,"snasa, no",Snasa,NO,64.25,12.38,27.83,81,92,8.21,27.83,2019-03-31
kabare,cd,"kabare, cd",,,,,,,,,,2019-03-31
ulaanbaatar,mn,"ulaanbaatar, mn",Ulaanbaatar,MN,47.92,106.92,33.8,20,40,2.24,33.8,2019-03-31
ayagoz,kz,"ayagoz, kz",Ayagoz,KZ,47.96,80.43,45.92,85,12,4.18,45.92,2019-03-31
vila do maio,cv,"vila do maio, cv",Vila do Maio,CV,15.13,-23.22,68,72,20,18.34,68,2019-03-31
zyryanovsk,kz,"zyryanovsk, kz",Zyryanovsk,KZ,49.74,84.27,42.14,96,32,2.17,42.14,2019-03-31
cabo san lucas,mx,"cabo san lucas, mx",Cabo San Lucas,MX,22.89,-109.91,74.19,41,5,9.17,78.8,2019-03-31
goteborg,se,"goteborg, se",,,,,,,,,,2019-03-31
tignere,cm,"tignere, cm",Tignere,CM,7.37,12.65,59.06,54,0,2.73,59.06,2019-03-31
elat,il,"elat, il",,,,,,,,,,2019-03-31
bonfim,br,"bonfim, br",Bonfim,BR,-20.33,-44.24,69.8,73,0,5.82,69.8,2019-03-31
mudanya,tr,"mudanya, tr",Mudanya,TR,40.38,28.88,38.66,100,40,3.36,43,2019-03-31
faanui,pf,"faanui, pf",Faanui,PF,-16.48,-151.75,84.08,100,0,3.74,84.08,2019-03-31
katsuura,jp,"katsuura, jp",Katsuura,JP,33.93,134.5,47.61,64,40,16.11,50,2019-03-31
amderma,ru,"amderma, ru",,,,,,,,,,2019-03-31
tiarei,pf,"tiarei, pf",Tiarei,PF,-17.53,-149.33,87.35,66,40,5.82,87.8,2019-03-31
kerman,us,"kerman, us",Kerman,US,36.72,-120.06,73.11,40,1,6.93,75.2,2019-03-31
sorland,no,"sorland, no",Sorland,NO,67.67,12.69,37.82,100,92,19.84,37.82,2019-03-31
praya,id,"praya, id",Praya,ID,-8.71,116.27,84.2,79,40,2.24,84.2,2019-03-31
manicore,br,"manicore, br",Manicore,BR,-5.81,-61.3,76.43,93,0,2.06,76.43,2019-03-31
kokkola,fi,"kokkola, fi",Kokkola,FI,63.84,23.13,30.61,64,0,11.41,32,2019-03-31
weligama,lk,"weligama, lk",Weligama,LK,5.97,80.42,83,90,0,5.08,83,2019-03-31
bud,no,"bud, no",Bud,NO,62.91,6.91,35.2,64,92,18.34,39.99,2019-03-31
diamantino,br,"diamantino, br",Diamantino,BR,-14.4,-56.44,74.99,90,20,3.18,74.99,2019-03-31
orgun,af,"orgun, af",,,,,,,,,,2019-03-31
kadykchan,ru,"kadykchan, ru",,,,,,,,,,2019-03-31
hailar,cn,"hailar, cn",Hailar,CN,49.2,119.7,34.4,27,32,11.45,34.4,2019-03-31
bourail,nc,"bourail, nc",Bourail,NC,-21.57,165.5,84.53,59,44,4.41,84.53,2019-03-31
olinda,br,"olinda, br",Olinda,BR,-22.82,-43.41,77.2,69,75,5.82,78.01,2019-03-31
kamakwie,sl,"kamakwie, sl",Kamakwie,SL,9.5,-12.24,79.13,70,0,7.99,79.13,2019-03-31
san juan,us,"san juan, us",San Juan,US,26.19,-98.16,48.6,81,90,13.87,50,2019-03-31
tubinskiy,ru,"tubinskiy, ru",Tubinskiy,RU,52.89,58.22,32,90,40,6.71,32,2019-03-31
mersing,my,"mersing, my",Mersing,MY,2.43,103.84,85.25,88,36,2.95,85.25,2019-03-31
namie,jp,"namie, jp",Namie,JP,37.52,140.86,44.91,45,75,9.17,50,2019-03-31
yumen,cn,"yumen, cn",Yumen,CN,40.29,97.04,49.61,38,64,5.08,49.61,2019-03-31
bagado,co,"bagado, co",Bagado,CO,5.41,-76.42,77,94,75,0.72,77,2019-03-31
meyungs,pw,"meyungs, pw",,,,,,,,,,2019-03-31
isangel,vu,"isangel, vu",Isangel,VU,-19.55,169.27,86,70,40,9.17,86,2019-03-31
pochutla,mx,"pochutla, mx",Pochutla,MX,15.74,-96.47,81.9,54,75,4.97,82.99,2019-03-31
bargal,so,"bargal, so",,,,,,,,,,2019-03-31
huntsville,us,"huntsville, us",Huntsville,US,34.73,-86.59,43.14,56,1,8.05,46.4,2019-03-31
udalguri,in,"udalguri, in",Udalguri,IN,26.75,92.1,60.68,84,44,1.72,60.68,2019-03-31
urzhum,ru,"urzhum, ru",Urzhum,RU,57.11,50,34.13,92,48,15.26,34.13,2019-03-31
lata,sb,"lata, sb",,,,,,,,,,2019-03-31
chiang khong,th,"chiang khong, th",Chiang Khong,TH,20.26,100.4,68,88,0,2.24,68,2019-03-31
topolobampo,mx,"topolobampo, mx",Topolobampo,MX,25.6,-109.05,72.86,29,5,12.75,77,2019-03-31
ranong,th,"ranong, th",Ranong,TH,9.96,98.62,80.6,94,20,4.07,80.6,2019-03-31
palmer,us,"palmer, us",Palmer,US,61.6,-149.11,49.55,30,1,4.7,54,2019-03-31
karauli,in,"karauli, in",Karauli,IN,26.5,77.03,77.42,30,0,3.4,77.42,2019-03-31
obama,jp,"obama, jp",Obama,JP,35.49,135.74,45.86,55,92,1.01,50,2019-03-31
waingapu,id,"waingapu, id",Waingapu,ID,-9.65,120.26,83.81,84,8,3.74,83.81,2019-03-31
arlit,ne,"arlit, ne",Arlit,NE,18.74,7.39,70.49,29,0,4.97,70.49,2019-03-31
lewiston,us,"lewiston, us",Lewiston,US,46.42,-117.02,53.04,80,1,6.93,62.6,2019-03-31
severo-kurilsk,ru,"severo-kurilsk, ru",Severo-Kurilsk,RU,50.68,156.12,29.63,100,76,2.06,29.63,2019-03-31
thunder bay,ca,"thunder bay, ca",Thunder Bay,CA,48.41,-89.26,30.22,61,75,6.93,32,2019-03-31
artyk,ru,"artyk, ru",,,,,,,,,,2019-03-31
shibetsu,jp,"shibetsu, jp",Shibetsu,JP,44.15,142.46,28.4,58,20,2.24,28.4,2019-03-31
botucatu,br,"botucatu, br",Botucatu,BR,-22.89,-48.44,66.26,71,8,8.43,66.26,2019-03-31
tocopilla,cl,"tocopilla, cl",Tocopilla,CL,-22.09,-70.2,62.03,100,12,5.75,62.03,2019-03-31
olivet,fr,"olivet, fr",Olivet,FR,47.87,1.9,48.22,81,0,11.41,48.99,2019-03-31
launceston,au,"launceston, au",Launceston,AU,-41.43,147.14,60.44,44,40,5.82,62.01,2019-03-31
broken hill,au,"broken hill, au",Broken Hill,AU,-31.97,141.45,66.2,52,32,8.05,66.2,2019-03-31
ilulissat,gl,"ilulissat, gl",Ilulissat,GL,69.22,-51.1,15.8,66,0,18.34,15.8,2019-03-31
mayor pablo lagerenza,py,"mayor pablo lagerenza, py",Mayor Pablo Lagerenza,PY,-19.93,-60.77,85.88,60,64,9.78,85.88,2019-03-31
belyy yar,ru,"belyy yar, ru",Belyy Yar,RU,53.6,91.39,39.2,80,0,8.95,39.2,2019-03-31
san vicente,ph,"san vicente, ph",San Vicente,PH,14.11,122.87,80.57,100,8,13.02,80.57,2019-03-31
jining,cn,"jining, cn",Jining,CN,35.41,116.58,60.01,16,0,1.99,60.01,2019-03-31
praia da vitoria,pt,"praia da vitoria, pt",Praia da Vitoria,PT,38.73,-27.07,57.09,82,20,28.57,57.2,2019-03-31
murdochville,ca,"murdochville, ca",Murdochville,CA,48.96,-65.49,47.36,83,44,15.82,47.36,2019-03-31
nizhniy tsasuchey,ru,"nizhniy tsasuchey, ru",Nizhniy Tsasuchey,RU,50.52,115.13,38.63,30,0,4.74,38.63,2019-03-31
menongue,ao,"menongue, ao",Menongue,AO,-14.66,17.68,64.91,45,32,3.06,64.91,2019-03-31
ginir,et,"ginir, et",Ginir,ET,7.14,40.71,52.76,76,0,2.39,52.76,2019-03-31
siolim,in,"siolim, in",,,,,,,,,,2019-03-31
haibowan,cn,"haibowan, cn",,,,,,,,,,2019-03-31
guaruja,br,"guaruja, br",Guaruja,BR,-23.99,-46.26,69.42,82,75,9.17,70,2019-03-31
wynyard,ca,"wynyard, ca",Wynyard,CA,51.77,-104.18,25.49,85,56,6.2,25.49,2019-03-31
jabiru,au,"jabiru, au",,,,,,,,,,2019-03-31
dakoro,ne,"dakoro, ne",Dakoro,NE,14.51,6.76,74.27,23,0,10.67,74.27,2019-03-31
korla,cn,"korla, cn",Korla,CN,41.76,86.15,54.2,39,20,4.29,54.2,2019-03-31
paamiut,gl,"paamiut, gl",Paamiut,GL,61.99,-49.67,26.03,100,76,11.23,26.03,2019-03-31
ahuimanu,us,"ahuimanu, us",Ahuimanu,US,21.44,-157.84,80.38,69,1,8.05,82.4,2019-03-31
ponta delgada,pt,"ponta delgada, pt",Ponta Delgada,PT,37.73,-25.67,57.2,71,75,19.46,57.2,2019-03-31
geraldton,au,"geraldton, au",Geraldton,AU,-28.77,114.6,84.2,48,36,11.41,84.2,2019-03-31
port hardy,ca,"port hardy, ca",Port Hardy,CA,50.7,-127.42,51.8,71,20,6.93,51.8,2019-03-31
houma,us,"houma, us",Houma,US,29.6,-90.72,50.85,81,1,6.93,53.6,2019-03-31
machacamarca,bo,"machacamarca, bo",Machacamarca,BO,-17.45,-67.6,42.68,100,88,1.72,42.68,2019-03-31
shakawe,bw,"shakawe, bw",Shakawe,BW,-18.36,21.84,66.26,59,0,3.4,66.26,2019-03-31
betsiamites,ca,"betsiamites, ca",Betsiamites,CA,48.94,-68.65,32,92,90,9.17,32,2019-03-31
koungheul,sn,"koungheul, sn",Koungheul,SN,13.98,-14.8,77.06,39,0,11.12,77.06,2019-03-31
astana,kz,"astana, kz",Astana,KZ,51.13,71.43,26.6,100,75,6.71,26.6,2019-03-31
gisborne,nz,"gisborne, nz",Gisborne,NZ,-38.66,178.02,73.99,68,92,10,73.99,2019-03-31
huaiyin,cn,"huaiyin, cn",Huaiyin,CN,33.59,119.02,62.3,52,0,13.47,62.3,2019-03-31
seinajoki,fi,"seinajoki, fi",,,,,,,,,,2019-03-31
tessalit,ml,"tessalit, ml",Tessalit,ML,20.2,1.01,77.06,37,92,10.67,77.06,2019-03-31
melnikovo,ru,"melnikovo, ru",Melnikovo,RU,56.55,84.09,33.01,84,80,8.01,33.01,2019-03-31
gat,ly,"gat, ly",,,,,,,,,,2019-03-31
miraflores,co,"miraflores, co",Miraflores,CO,5.2,-73.14,47.9,92,24,1.61,47.9,2019-03-31
dongzhen,cn,"dongzhen, cn",Dongzhen,CN,43.33,129.73,35.03,45,64,5.41,35.03,2019-03-31
whitley bay,gb,"whitley bay, gb",Whitley Bay,GB,55.04,-1.44,32.7,100,20,1.12,36,2019-03-31
tianmen,cn,"tianmen, cn",Tianmen,CN,30.65,113.16,64.28,71,64,4.74,64.28,2019-03-31
port said,eg,"port said, eg",Port Said,EG,25.34,30.55,44.48,59,0,2.84,44.48,2019-03-31
kinshasa,cd,"kinshasa, cd",Kinshasa,CD,-4.32,15.31,75.2,94,0,2.17,75.2,2019-03-31
lloydminster,ca,"lloydminster, ca",Lloydminster,CA,53.28,-110.01,35.6,59,90,5.82,35.6,2019-03-31
ginda,er,"ginda, er",,,,,,,,,,2019-03-31
bafra,tr,"bafra, tr",Bafra,TR,41.57,35.91,33.8,100,75,2.24,33.8,2019-03-31
bonthe,sl,"bonthe, sl",Bonthe,SL,7.53,-12.5,80.75,91,0,4.41,80.75,2019-03-31
kazalinsk,kz,"kazalinsk, kz",,,,,,,,,,2019-03-31
florianopolis,br,"florianopolis, br",Florianopolis,BR,-27.6,-48.55,70.54,88,75,3.36,73.4,2019-03-31
nemuro,jp,"nemuro, jp",Nemuro,JP,43.32,145.57,32,100,75,12.75,32,2019-03-31
port blair,in,"port blair, in",Port Blair,IN,11.67,92.75,83.63,100,0,7.54,83.63,2019-03-31
gao,ml,"gao, ml",Gao,ML,16.28,-0.04,76.34,34,12,4.18,76.34,2019-03-31
umm kaddadah,sd,"umm kaddadah, sd",Umm Kaddadah,SD,13.6,26.69,63.38,23,0,12.46,63.38,2019-03-31
spornoye,ru,"spornoye, ru",Spornoye,RU,50.84,37.29,46.4,61,0,8.95,46.4,2019-03-31
naron,es,"naron, es",Naron,ES,43.52,-8.15,50.38,93,32,4.7,55,2019-03-31
totness,sr,"totness, sr",Totness,SR,5.88,-56.32,80.03,97,36,14.7,80.03,2019-03-31
nome,us,"nome, us",Nome,US,30.04,-94.42,47.25,61,1,4.7,50,2019-03-31
vysha,ru,"vysha, ru",Vysha,RU,53.85,42.38,40.97,84,76,9.55,40.97,2019-03-31
jaipur hat,bd,"jaipur hat, bd",,,,,,,,,,2019-03-31
corowa,au,"corowa, au",Corowa,AU,-36,146.39,66.15,55,0,1.12,72,2019-03-31
megion,ru,"megion, ru",Megion,RU,61.04,76.11,30.2,86,40,11.18,30.2,2019-03-31
fairbanks,us,"fairbanks, us",Fairbanks,US,64.84,-147.72,51.57,45,1,4.7,55.4,2019-03-31
san carlos de bariloche,ar,"san carlos de bariloche, ar",San Carlos de Bariloche,AR,-41.13,-71.31,60.8,67,0,13.87,60.8,2019-03-31
livingston,us,"livingston, us",Livingston,US,45.66,-110.56,41.92,42,90,4.7,48.2,2019-03-31
salalah,om,"salalah, om",Salalah,OM,17.01,54.1,77,73,75,3.36,77,2019-03-31
luderitz,na,"luderitz, na",Luderitz,NA,-26.65,15.16,59.96,83,12,18.84,59.96,2019-03-31
parrita,cr,"parrita, cr",Parrita,CR,9.52,-84.33,69.1,69,0,4.7,73.4,2019-03-31
khandyga,ru,"khandyga, ru",Khandyga,RU,62.65,135.58,27.65,59,0,3.51,27.65,2019-03-31
kuche,cn,"kuche, cn",,,,,,,,,,2019-03-31
kyren,ru,"kyren, ru",Kyren,RU,51.68,102.13,33.23,82,0,2.62,33.23,2019-03-31
shache,cn,"shache, cn",Shache,CN,38.42,77.24,53.57,45,0,4.41,53.57,2019-03-31
puerto escondido,mx,"puerto escondido, mx",Puerto Escondido,MX,15.86,-97.07,80.6,74,40,7.09,80.6,2019-03-31
